AQC00914000        6380R
USC00411267         202Q
USC00411314         936C
USC00411337         399S
USC00411348         784R
USC00411395         569Q
USC00411398         386R
USC00411407         226Q
USC00411408         262Q
USC00411412         197R
USC00411416         163S
USC00411425        1129R
USC00411429         663S
USC00411430         168S
USC00411433         650Q
USC00411486         299S
USC00411490         793R
USC00411492         324R
USC00411500        1421S
USC00411524         106S
USC00411528         297R
USC00411541         746S
USC00411578        1483C
USC00411580         580C
USC00411596        1026S
USC00411625         633S
USC00411649         423R
USC00411659         542R
USC00411663         466S
USC00411671         740R
USC00411694         297R
USC00411711        1468R
USC00411715         196S
USC00411720         441S
USC00411772        1086S
USC00411778         197R
USC00411800         741S
USC00411804         821R
USC00411810        1275S
USC00411838        1107R
USC00411870        1258R
USC00411875         453S
USC00411880         649Q
USC00411903         356R
USC00411911         961S
USC00411914         497R
USC00411920         545R
USC00411921         930R
USC00411934         428Q
USC00411946         161S
USC00411956        1116S
USC00411968        1072Q
USC00411974         278S
USC00411990         658S
USC00411995         335R
USC00412011         528Q
USC00412012         167R
USC00412013         550Q
USC00412017        1376R
USC00412019         948S
USC00412020         964R
USC00412080         887R
USC00412082         230R
USC00412086         655R
USC00412088         674R
USC00412096         648S
USC00412114        1139S
USC00412121         277S
USC00412125         428R
USC00412160         288S
USC00412173         631S
USC00412206        1011S
USC00412218        1134S
USC00412225        1151S
USC00412235         174R
USC00412266         934S
USC00412282         234R
USC00412334         683S
USC00412352        1299R
USC00412354         136R
USC00412361         234R
USC00412394         755R
USC00412404         743S
USC00412408         245R
USC00412417         391S
USC00412444        1195S
USC00412458         382R
USC00412462         905S
USC00412464         196S
USC00412485         184Q
USC00412558        1289R
USC00412585         721R
USC00412598         683R
USC00412617         196R
USC00412621         302S
USC00412633         453S
USC00412677         676R
USC00412679         257S
USC00412715         487R
USC00412741         409Q
USC00412758         400Q
USC00412768         857R
USC00412770         810R
USC00412786         931Q
USC00412793         180Q
USC00412794         180R
USC00412809         329Q
USC00412818         509R
USC00412820         718S
USC00412824         271S
USC00412902        1046S
USC00412906         364R
USC00412925        1045R
USC00412950         345Q
USC00413000        1464R
USC00413005         559R
USC00413047        1038R
USC00413060         292S
USC00413063         393S
USC00413065         491C
USC00413133         911S
USC00413156         665S
USC00413171         676R
USC00413183         745S
USC00413195         254Q
USC00413196         234R
USC00413201         525S
USC00413214         218S
USC00413215         220S
USC00413225         232R
USC00413247         630S
USC00413253         246R
USC00413257         283R
USC00413262         164R
USC00413265         423Q
USC00413266         156S
USC00413280         174R
USC00413285         730R
USC00413299         359R
USC00413321         954S
USC00413329         562S
USC00413340        1041S
USC00413341         403R
USC00413368         221S
USC00413370         853S
USC00413401         312R
USC00413411         216S
USC00413420         756R
USC00413445         249R
USC00413507         723S
USC00413508         450S
USC00413525         885S
USC00413546        1208S
USC00413568         222Q
USC00413579         412Q
USC00413591         673R
USC00413605         592S
USC00413614         538S
USC00413618         630S
USC00413620         532R
USC00413622         708S
USC00413624         729R
USC00413639         551R
USC00413642         756Q
USC00413668         489R
USC00413680         189R
USC00413685         709S
USC00413686         741S
USC00413691         772S
USC00413734         977R
USC00413778        1185R
USC00413787         195S
USC00413822         836R
USC00413828         352S
USC00413873         815S
USC00413877        1304R
USC00413884         613R
USC00413890         344R
USC00413926         238Q
USC00413943         446S
USC00413954         492S
USC00413972         199R
USC00413979         177Q
USC00413981         142R
USC00413992         425S
USC00414026         380R
USC00414058         410S
USC00414076        1486R
USC00414077        1600R
USC00414081        1237S
USC00414093         586R
USC00414098         212R
USC00414122         824R
USC00414137         661S
USC00414140         269S
USC00414182         840S
USC00414202        1247Q
USC00414254         449R
USC00414257        1023S
USC00414278         397R
USC00414313        1002S
USC00414315        1226S
USC00414321        1138R
USC00414325        1102R
USC00414326        1130R
USC00414327        1055S
USC00414328        1157R
USC00414331        1053R
USC00414333        1142R
USC00414343         565R
USC00414348         258R
USC00414374         531R
USC00414375         426R
USC00414382        1172S
USC00414390         719S
USC00414402         578S
USC00414425         211R
USC00414458         492R
USC00414483        1065R
USC00414505         870R
USC00414517         548R
USC00414525        1180R
USC00414556         738C
USC00414563        1504S
USC00414570         302R
USC00414575         752S
USC00414577        1312R
USC00414597         810R
USC00414605         631S
USC00414647         487S
USC00414670         360R
USC00414679         748Q
USC00414693        1359R
USC00414696         523R
USC00414704        1006R
USC00414705         918S
USC00414710         190Q
USC00414770         177R
USC00414775         158Q
USC00414782         525S
USC00414792         692R
USC00414841         278S
USC00414866         748R
USC00414878        1572R
USC00414903         936S
USC00414907         341R
USC00414911         447R
USC00414914         916Q
USC00414920         304S
USC00414931         167R
USC00414950          89S
USC00414960         374R
USC00414967         264R
USC00414972         643Q
USC00414976        1003R
USC00414980        1052R
USC00414982         394S
USC00415013         226S
USC00415018         628S
USC00415048         174S
USC00415060         272S
USC00415086         294R
USC00415094         864S
USC00415097         370S
USC00415116         477R
USC00415120         237Q
USC00415127         213Q
USC00415158         222S
USC00415183         227C
USC00415192         759R
USC00415193         796S
USC00415196        1385S
USC00415229        1348R
USC00415247         221R
USC00415265         212R
USC00415271        1286S
USC00415272         511S
USC00415276         590R
USC00415284         745R
USC00415303         404Q
USC00415312         381Q
USC00415341        1264S
USC00415344        1284Q
USC00415351         190R
USC00415369         292R
USC00415408         233Q
USC00415415        1297S
USC00415427        1411R
USC00415429         716S
USC00415430         646R
USC00415435        1532R
USC00415454         492R
USC00415477        1106S
USC00415579         116R
USC00415596         163R
USC00415611         874R
USC00415618        1309S
USC00415650         449R
USC00415658         262S
USC00415659         897S
USC00415661         483S
USC00415667        1392R
USC00415695         877Q
USC00415701         307S
USC00415707         198R
USC00415721         319S
USC00415742         616R
USC00415757         755S
USC00415766         885R
USC00415770         298R
USC00415821         257R
USC00415822         385S
USC00415836         339S
USC00415845         721S
USC00415852         407Q
USC00415869         957R
USC00415875         269R
USC00415891         179R
USC00415892         219Q
USC00415897         843R
USC00415904        1018S
USC00415954        1127R
USC00415956        1128R
USC00415972         345R
USC00415999         207R
USC00416024        1134R
USC00416050         936Q
