AQC00914000        3963R
USC00361751        1403Q
USC00361790        1387R
USC00361802        1262Q
USC00361810        1330Q
USC00361815        1296R
USC00361838        1130R
USC00361881        1347R
USC00361920        1156Q
USC00362013        1128S
USC00362071        1399R
USC00362108        1408R
USC00362183        1258R
USC00362190        1093C
USC00362221        1387Q
USC00362298        1224R
USC00362323        1217Q
USC00362470        1293C
USC00362537        1146R
USC00362574         934R
USC00362629        1323S
USC00362671        1178S
USC00362721        1026S
USC00362942        1227S
USC00363018        1363Q
USC00363028        1415S
USC00363130        1288S
USC00363293        1037Q
USC00363295        1060R
USC00363311        1359C
USC00363321        1314S
USC00363343        1110S
USC00363417        1266Q
USC00363437        1264R
USC00363451        1098R
USC00363488        1266R
USC00363503        1197R
USC00363526        1244R
USC00363632        1349S
USC00363665        1137R
USC00363698        1191Q
USC00363758        1176S
USC00364008        1245R
USC00364019        1038R
USC00364047        1264S
USC00364076        1316R
USC00364159        1097Q
USC00364190        1070R
USC00364214        1360C
USC00364325        1257S
USC00364432        1376C
USC00364611        1283Q
USC00364763        1164S
USC00364778        1225S
USC00364815        1383R
USC00364836        1454R
USC00364839        1429R
USC00364853        1299R
USC00364896        1235C
USC00364934        1329S
USC00364972        1134R
USC00364976        1278R
USC00364983        1398R
USC00364992        1152S
USC00365050        1261S
USC00365109        1262S
USC00365160        1413R
USC00365212        1231R
USC00365344        1396R
USC00365381         976R
USC00365390        1053R
USC00365408        1403R
USC00365470        1259R
USC00365573        1075R
USC00365606        1247R
USC00365651        1251R
USC00365686        1085S
USC00365790        1232S
USC00365902        1118S
USC00365915        1254S
USC00365956        1316Q
USC00366022        1251Q
USC00366042        1274S
USC00366151        1190S
USC00366194        1363S
USC00366233        1208S
USC00366238        1173R
USC00366289        1141C
USC00366297        1045R
USC00366310        1130R
USC00366370        1311R
USC00366508        1207C
USC00366649        1394R
USC00366681        1286S
USC00366762        1232R
USC00366886        1338R
USC00366921        1166R
USC00366927        1122S
USC00366955        1143S
USC00367029        1369S
USC00367040        1176Q
USC00367073        1189R
USC00367103        1302S
USC00367167        1126S
USC00367229        1310S
USC00367312        1033S
USC00367322        1297R
USC00367338        1269R
USC00367409        1200S
USC00367477        1341C
USC00367578        1285R
USC00367727        1195R
USC00367728        1369R
USC00367730        1113S
USC00367732        1109R
USC00367735        1336S
USC00367782        1280C
USC00367846        1059S
USC00367863        1244S
USC00367931        1214C
USC00367938        1335Q
USC00368011         965R
USC00368057        1356S
USC00368073        1062S
USC00368145        1300S
USC00368184        1299S
USC00368244        1068R
USC00368308        1188C
USC00368361        1297R
USC00368379        1104C
USC00368388        1295R
USC00368400        1374R
USC00368449        1147C
USC00368469        1246S
USC00368589        1358Q
USC00368596        1393S
USC00368668        1223R
USC00368692        1253S
USC00368758        1450C
USC00368763        1416R
USC00368776        1398R
USC00368868        1156S
USC00368873        1440R
USC00368888        1322S
USC00368905        1050S
USC00368959         989R
USC00369022        1141R
USC00369042        1339R
USC00369050        1235S
USC00369140        1284R
USC00369298        1416S
USC00369318        1104R
USC00369367        1155S
USC00369408        1175R
USC00369464        1167R
USC00369510        1324R
USC00369702        1207R
USC00369714        1102R
USC00369735        1153R
USC00369823        1072S
USC00369933        1115C
USC00369950        1120S
USC00369995        1362R
USC00374266        1230S
USC00375215        1068R
USC00375270        1273C
USC00377581        1047R
USC00379423        1215S
USC00380074        1581S
USC00380126        1598S
USC00380165        1177R
USC00380204        1188S
USC00380448        1491R
USC00380490        1593Q
USC00380506        1456S
USC00380559        1736R
USC00380613        1252Q
USC00380736        1391R
USC00380764        1431R
USC00380972        1425R
USC00381093        1714S
USC00381241        1761R
USC00381256        1896R
USC00381277        1174S
USC00381310        1344R
USC00381462        1261C
USC00381479        1404R
USC00381530        1212S
USC00381588        1567S
USC00381625        1345R
USC00381633        1323S
USC00381645        1501Q
USC00381726        1278R
USC00381770        1276S
USC00381804        1557S
USC00381944        1559S
USC00381997        1882S
USC00382260        1543S
USC00382386        1473R
USC00382712        1275S
USC00382730        1548R
USC00382735        1745Q
USC00382757        1608S
USC00383111        1513S
USC00383216        1288S
USC00383356        1278C
USC00383433        1216C
USC00383468        2029R
USC00383470        1831Q
USC00383525        1731R
USC00383700        1277S
USC00383754        1114R
USC00383906        1700R
USC00383990        1534R
USC00384111        1660Q
USC00384169        1844R
USC00384581        2142R
USC00384607        1372S
USC00384690        1390R
USC00384753        1575R
USC00384886        1473R
USC00385017        1170S
USC00385200        1350S
USC00385232        1126C
USC00385278        1590Q
USC00385306        1735R
USC00385493        1720R
USC00385509        1595R
USC00385628        1827R
USC00385633        1177R
USC00385658        1251Q
USC00385946        1817R
USC00386114        1610Q
USC00386153        1720Q
USC00386209        1354R
USC00386293        1294R
USC00386527        1580S
USC00386616        1399S
USC00386688        1277R
USC00386775        1679S
USC00386831        1422S
USC00386893        1732R
USC00387281        1841R
USC00387288        1766Q
USC00387589        1741R
USC00387631        1361S
USC00387666        1386S
USC00387683        1512Q
USC00387687        1391Q
USC00387722        1154C
USC00387885        1205R
USC00388188        1272S
USC00388405        1577R
USC00388426        1894R
USC00388440        1577S
USC00388472        1669Q
USC00388706        1521R
USC00388786        1209R
USC00388887        1532S
USC00388922        1694R
USC00388951        1178R
USC00388979        1191S
USC00389039        1549R
USC00389122        1196R
USC00389327        1271C
USC00389350        1188C
USC00389469        1898S
USC00389625        1372Q
USC00390043         915S
USC00390120        1002Q
USC00390128        1004S
USC00390236         698R
USC00390281        1094S
USC00390296         933R
USC00390306         840Q
USC00390350         951R
USC00390422        1133Q
USC00390553         984Q
USC00390554         753Q
USC00390559         623R
USC00390565         600R
USC00390662        1052R
USC00390701         690S
USC00390760         824S
USC00391032        1146Q
USC00391043        1007Q
USC00391049        1008S
USC00391052        1013Q
USC00391076        1062C
USC00391102        1091S
USC00391124         769R
USC00391294         620S
USC00391392        1067R
USC00391474        1138Q
USC00391519        1071S
USC00391539         818S
USC00391579        1049S
USC00391621         919C
USC00391634        1118R
USC00391636        1132Q
USC00391739        1024S
USC00391777        1087S
USC00391851        1141S
USC00391873         960S
USC00391884         964Q
USC00391917         995S
USC00391972         666C
USC00392087         791R
USC00392207         867R
USC00392209         854Q
USC00392231         833R
USC00392302        1110S
USC00392371         966Q
USC00392429         756S
USC00392446         787R
USC00392468         783C
USC00392557         633S
USC00392565         722Q
USC00392636         908Q
USC00392647         618S
USC00392797         901S
USC00392822         984Q
USC00392852         709S
USC00392927         873S
USC00392984        1135S
USC00393029         893S
USC00393069         708S
USC00393076         674S
USC00393217         924S
USC00393294         871S
USC00393302         817Q
USC00393316         760Q
USC00393452         997S
USC00393456         938Q
USC00393560         620S
USC00393574         775R
USC00393608         797R
USC00393681        1007Q
USC00393764         702Q
USC00393775         658S
USC00393838         849R
USC00393868         850C
USC00393945         671Q
USC00394007         705S
USC00394037        1084R
USC00394184         706S
USC00394206         913S
USC00394254         937S
USC00394268         788Q
USC00394271         809Q
USC00394343         757R
USC00394490         746Q
USC00394516         777C
USC00394596         734S
