AQW00061705          93C
USC00422418         287R
USC00422424         282R
USC00422558         316Q
USC00422561         372R
USC00422578         314R
USC00422592         311S
USC00422607         315S
USC00422696         360S
USC00422702         261Q
USC00422726         211R
USC00422798         269C
USC00422828         235S
USC00422852         250R
USC00422864         296S
USC00422996         303R
USC00423012         336R
USC00423097         193R
USC00423254         273Q
USC00423348         240R
USC00423418         332R
USC00423486         302S
USC00423600         166R
USC00423809         278S
USC00423896         237R
USC00423980         213R
USC00424100         293S
USC00424135         329S
USC00424174         385S
USC00424321         314Q
USC00424342         313S
USC00424362         270S
USC00424467         307R
USC00424508         296C
USC00424527         239R
USC00424748         261R
USC00424755         354R
USC00424764         332R
USC00424856         239S
USC00424947         251R
USC00424968         299R
USC00425065         287R
USC00425138         310R
USC00425148         322R
USC00425182         261S
USC00425186         215S
USC00425194         275S
USC00425252         389R
USC00425268         283R
USC00425377         261R
USC00425402         266R
USC00425477         329S
USC00425582         294S
USC00425733         300R
USC00425805         267S
USC00425826         294S
USC00425837         306R
USC00425892         272R
USC00425969         317S
USC00426053         246S
USC00426123         271S
USC00426135         231R
USC00426181         276S
USC00426357         250S
USC00426404         220R
USC00426414         255R
USC00426455         264R
USC00426534         310S
USC00426538         234R
USC00426568         320S
USC00426601         359R
USC00426640         297Q
USC00426644         306R
USC00426686         329R
USC00426708         319S
USC00426869         261S
USC00426919         246S
USC00427064         254S
USC00427165         297R
USC00427260         317S
USC00427271         251S
USC00427395         345S
USC00427408         242R
USC00427516         258R
USC00427557         307R
USC00427559         221R
USC00427606         175R
USC00427655         234R
USC00427686         233R
USC00427714         301R
USC00427729         252R
USC00427800         304R
USC00427846         227S
USC00427909         286R
USC00427931         318R
USC00428119         246S
USC00428465         182R
USC00428476         215Q
USC00428478         235R
USC00428668         293R
USC00428705         269R
USC00428733         219R
USC00428771         219S
USC00428817         270R
USC00428828         233R
USC00428847         297R
USC00428973         282R
USC00428978         282R
USC00429133         295S
USC00429136         264S
USC00429152         331R
USC00429165         297S
USC00429368         337Q
USC00429595         312S
USC00429717         289S
USC00430277         232R
USC00430499         211R
USC00430942         175Q
USC00431243         251S
USC00431360         258R
USC00431363         200R
USC00431565         215Q
USC00431580         205R
USC00431705         229Q
USC00432314         250Q
USC00432698         171R
USC00432769         222R
USC00432773         259Q
USC00432843         204R
USC00433400         204Q
USC00433769         218Q
USC00434120         206R
USC00434189         186R
USC00435273         246Q
USC00435376         238R
USC00435416         143C
USC00435542         204S
USC00435733         240R
USC00435740         211R
USC00435982         245Q
USC00436391         239R
USC00436500         203R
USC00436761         206R
USC00436893         234S
USC00436995         223S
USC00437032         186R
USC00437098         229R
USC00437607         179C
USC00437612         204R
USC00438160         223R
USC00438169         212Q
USC00438172         254R
USC00438600         230R
USC00438815         204R
USC00439099         254R
USC00439984         234R
USC00439988         185Q
USC00440021         233R
USC00440187         237R
USC00440188         281Q
USC00440243         229R
USC00440327         207S
USC00440385         166R
USC00440551         211R
USC00440720         161R
USC00440735         233R
USC00440766         230S
USC00440792         250R
USC00440860         236R
USC00440982         220R
USC00440993         260R
USC00441082         259R
USC00441121         243R
USC00441209         219S
USC00441322         237S
USC00441585         228R
USC00441593         206S
USC00441606         236S
USC00441614         259S
USC00441692         209R
USC00441746         234Q
USC00441825         244R
USC00441913         232R
USC00441986         237Q
USC00442009         219S
USC00442044         253S
USC00442142         275R
USC00442208         229S
USC00442245         231R
USC00442400         237Q
USC00442635         160Q
USC00442663         241R
USC00442790         230S
USC00442941         245S
USC00443071         229R
USC00443192         261R
USC00443204         226R
USC00443229         230R
USC00443267         222R
USC00443272         230Q
USC00443310         218S
USC00443565         228Q
USC00443640         222R
USC00443713         170Q
USC00444044         232S
USC00444101         202S
USC00444128         230R
USC00444414         233S
USC00444600         228R
USC00444768         236R
USC00444777         245R
USC00444876         264S
USC00444909         231S
USC00445050         238R
USC00445096         249R
USC00445117         242R
USC00445150         251Q
USC00445204         217Q
USC00445300         257R
USC00445338         213R
USC00445595         249R
USC00445700         183R
USC00445828         205R
USC00445851         175S
USC00445880         239R
USC00446125         177Q
USC00446147         184Q
USC00446161         189Q
USC00446475         182S
USC00446491         259R
USC00446626         255R
USC00446656         232Q
USC00446692         235R
USC00446712         207S
USC00446955         235C
USC00446999         248Q
USC00447130         227Q
USC00447174         241R
USC00447278         235R
USC00447338         244R
USC00447506         249R
USC00447541         229Q
USC00447904         231Q
USC00447925         252S
USC00447985         237R
USC00448022         231S
USC00448046         238R
USC00448062         209S
USC00448084         212S
USC00448129         238R
USC00448170         240R
USC00448192         186R
USC00448323         158R
USC00448600         244C
USC00448737         190R
USC00448800         236S
USC00448829         266S
USC00448837         291Q
USC00448888         206R
USC00448894         210S
USC00448941         240Q
USC00449025         231S
USC00449151         195S
USC00449181         200S
USC00449186         245S
USC00449215         194S
USC00449263         237S
USC00449301         253R
USC00450008         143S
USC00450013         157R
USC00450176         153S
